data_somministrazione,fascia_anagrafica,delta_T,cum_vaccinazioni,cum_booster
2021-05-27,30-39,120,670970,0
2021-05-27,30-39,180,727270,0
2021-05-27,30-39,270,727270,0
2021-05-27,40-49,-1,1086310,0
2021-05-27,40-49,30,569637,0
2021-05-27,40-49,90,809624,0
2021-05-27,40-49,120,1018028,0
2021-05-27,40-49,180,1086310,0
2021-05-27,40-49,270,1086310,0
2021-05-27,50-59,-1,1700652,0
2021-05-27,50-59,30,1003806,0
2021-05-27,50-59,90,1331883,0
2021-05-27,50-59,120,1608553,0
2021-05-27,50-59,180,1700652,0
2021-05-27,50-59,270,1700652,0
2021-05-27,60-69,-1,1994151,0
2021-05-27,60-69,30,1420003,0
2021-05-27,60-69,90,1766035,0
2021-05-27,60-69,120,1937158,0
2021-05-27,60-69,180,1994151,0
2021-05-27,60-69,270,1994151,0
2021-05-27,70-79,-1,2040408,0
2021-05-27,70-79,30,1527495,0
2021-05-27,70-79,90,1985478,0
2021-05-27,70-79,120,2034318,0
2021-05-27,70-79,180,2040408,0
2021-05-27,70-79,270,2040408,0
2021-05-27,80-89,-1,3102433,0
2021-05-27,80-89,30,837329,0
2021-05-27,80-89,90,3020060,0
2021-05-27,80-89,120,3094978,0
2021-05-27,80-89,180,3102433,0
2021-05-27,80-89,270,3102433,0
2021-05-27,90+,-1,696245,0
2021-05-27,90+,30,182843,0
2021-05-27,90+,90,634029,0
2021-05-27,90+,120,689493,0
2021-05-27,90+,180,696245,0
2021-05-27,90+,270,696245,0
2021-05-28,05-11,-1,0,0
2021-05-28,05-11,30,0,0
2021-05-28,05-11,90,0,0
2021-05-28,05-11,120,0,0
2021-05-28,05-11,180,0,0
2021-05-28,05-11,270,0,0
2021-05-28,12-19,-1,39833,0
2021-05-28,12-19,30,30424,0
2021-05-28,12-19,90,38220,0
2021-05-28,12-19,120,39699,0
2021-05-28,12-19,180,39833,0
2021-05-28,12-19,270,39833,0
2021-05-28,20-29,-1,534595,0
2021-05-28,20-29,30,235304,0
2021-05-28,20-29,90,386323,0
2021-05-28,20-29,120,497937,0
2021-05-28,20-29,180,534595,0
2021-05-28,20-29,270,534595,0
2021-05-28,30-39,-1,749546,0
2021-05-28,30-39,30,344104,0
2021-05-28,30-39,90,526442,0
2021-05-28,30-39,120,678431,0
2021-05-28,30-39,180,749546,0
2021-05-28,30-39,270,749546,0
2021-05-28,40-49,-1,1123140,0
2021-05-28,40-49,30,600254,0
2021-05-28,40-49,90,843947,0
2021-05-28,40-49,120,1036275,0
2021-05-28,40-49,180,1123140,0
2021-05-28,40-49,270,1123140,0
2021-05-28,50-59,-1,1781969,0
2021-05-28,50-59,30,1074406,0
2021-05-28,50-59,90,1410289,0
2021-05-28,50-59,120,1663791,0
2021-05-28,50-59,180,1781969,0
2021-05-28,50-59,270,1781969,0
2021-05-28,60-69,-1,2072835,0
2021-05-28,60-69,30,1479325,0
2021-05-28,60-69,90,1842694,0
2021-05-28,60-69,120,2000497,0
2021-05-28,60-69,180,2072835,0
2021-05-28,60-69,270,2072835,0
2021-05-28,70-79,-1,2089354,0
2021-05-28,70-79,30,1540568,0
2021-05-28,70-79,90,2033749,0
2021-05-28,70-79,120,2081168,0
2021-05-28,70-79,180,2089354,0
2021-05-28,70-79,270,2089354,0
2021-05-28,80-89,-1,3112058,0
2021-05-28,80-89,30,778856,0
2021-05-28,80-89,90,3028438,0
2021-05-28,80-89,120,3102110,0
2021-05-28,80-89,180,3112058,0
2021-05-28,80-89,270,3112058,0
2021-05-28,90+,-1,700028,0
2021-05-28,90+,30,177378,0
2021-05-28,90+,90,637204,0
2021-05-28,90+,120,690986,0
2021-05-28,90+,180,700028,0
2021-05-28,90+,270,700028,0
2021-05-29,05-11,-1,0,0
2021-05-29,05-11,30,0,0
2021-05-29,05-11,90,0,0
2021-05-29,05-11,120,0,0
2021-05-29,05-11,180,0,0
2021-05-29,05-11,270,0,0
2021-05-29,12-19,-1,41956,0
2021-05-29,12-19,30,32053,0
2021-05-29,12-19,90,40311,0
2021-05-29,12-19,120,41776,0
2021-05-29,12-19,180,41956,0
2021-05-29,12-19,270,41956,0
2021-05-29,20-29,-1,546853,0
2021-05-29,20-29,30,243081,0
2021-05-29,20-29,90,397218,0
2021-05-29,20-29,120,501139,0
2021-05-29,20-29,180,546853,0
2021-05-29,20-29,270,546853,0
2021-05-29,30-39,-1,766042,0
2021-05-29,30-39,30,354467,0
2021-05-29,30-39,90,541541,0
2021-05-29,30-39,120,679724,0
2021-05-29,30-39,180,766042,0
2021-05-29,30-39,270,766042,0
2021-05-29,40-49,-1,1152731,0
2021-05-29,40-49,30,620036,0
2021-05-29,40-49,90,871819,0
2021-05-29,40-49,120,1046451,0
2021-05-29,40-49,180,1152731,0
2021-05-29,40-49,270,1152731,0
2021-05-29,50-59,-1,1837717,0
2021-05-29,50-59,30,1114765,0
2021-05-29,50-59,90,1463886,0
2021-05-29,50-59,120,1692900,0
2021-05-29,50-59,180,1837717,0
2021-05-29,50-59,270,1837717,0
2021-05-29,60-69,-1,2135364,0
2021-05-29,60-69,30,1514074,0
2021-05-29,60-69,90,1903836,0
2021-05-29,60-69,120,2046985,0
2021-05-29,60-69,180,2135364,0
2021-05-29,60-69,270,2135364,0
2021-05-29,70-79,-1,2131260,0
2021-05-29,70-79,30,1541832,0
2021-05-29,70-79,90,2075189,0
2021-05-29,70-79,120,2120586,0
2021-05-29,70-79,180,2131260,0
2021-05-29,70-79,270,2131260,0
2021-05-29,80-89,-1,3120230,0
2021-05-29,80-89,30,707154,0
2021-05-29,80-89,90,3035920,0
2021-05-29,80-89,120,3107496,0
2021-05-29,80-89,180,3120230,0
2021-05-29,80-89,270,3120230,0
2021-05-29,90+,-1,702421,0
2021-05-29,90+,30,168780,0
2021-05-29,90+,90,639414,0
2021-05-29,90+,120,691039,0
2021-05-29,90+,180,702421,0
2021-05-29,90+,270,702421,0
2021-05-30,05-11,-1,0,0
2021-05-30,05-11,30,0,0
2021-05-30,05-11,90,0,0
2021-05-30,05-11,120,0,0
2021-05-30,05-11,180,0,0
2021-05-30,05-11,270,0,0
2021-05-30,12-19,-1,43659,0
2021-05-30,12-19,30,33246,0
2021-05-30,12-19,90,41986,0
2021-05-30,12-19,120,43418,0
2021-05-30,12-19,180,43659,0
2021-05-30,12-19,270,43659,0
2021-05-30,20-29,-1,554907,0
2021-05-30,20-29,30,245307,0
2021-05-30,20-29,90,402218,0
2021-05-30,20-29,120,500411,0
2021-05-30,20-29,180,554907,0
2021-05-30,20-29,270,554907,0
2021-05-30,30-39,-1,777083,0
2021-05-30,30-39,30,357893,0
2021-05-30,30-39,90,549247,0
2021-05-30,30-39,120,677000,0
2021-05-30,30-39,180,777083,0
2021-05-30,30-39,270,777083,0
2021-05-30,40-49,-1,1172954,0
2021-05-30,40-49,30,628598,0
2021-05-30,40-49,90,887983,0
2021-05-30,40-49,120,1049948,0
2021-05-30,40-49,180,1172954,0
2021-05-30,40-49,270,1172954,0
2021-05-30,50-59,-1,1882044,0
2021-05-30,50-59,30,1139977,0
2021-05-30,50-59,90,1502980,0
2021-05-30,50-59,120,1714423,0
2021-05-30,50-59,180,1882044,0
2021-05-30,50-59,270,1882044,0
2021-05-30,60-69,-1,2187241,0
2021-05-30,60-69,30,1534510,0
2021-05-30,60-69,90,1952491,0
2021-05-30,60-69,120,2081754,0
2021-05-30,60-69,180,2187241,0
2021-05-30,60-69,270,2187241,0
2021-05-30,70-79,-1,2159417,0
2021-05-30,70-79,30,1518678,0
2021-05-30,70-79,90,2102292,0
2021-05-30,70-79,120,2145868,0
2021-05-30,70-79,180,2159417,0
2021-05-30,70-79,270,2159417,0
2021-05-30,80-89,-1,3124622,0
2021-05-30,80-89,30,635270,0
2021-05-30,80-89,90,3035096,0
2021-05-30,80-89,120,3109420,0
2021-05-30,80-89,180,3124622,0
2021-05-30,80-89,270,3124622,0
2021-05-30,90+,-1,703486,0
2021-05-30,90+,30,159025,0
2021-05-30,90+,90,639165,0
2021-05-30,90+,120,690133,0
2021-05-30,90+,180,703486,0
2021-05-30,90+,270,703486,0
2021-05-31,05-11,-1,0,0
2021-05-31,05-11,30,0,0
2021-05-31,05-11,90,0,0
2021-05-31,05-11,120,0,0
2021-05-31,05-11,180,0,0
2021-05-31,05-11,270,0,0
2021-05-31,12-19,-1,45392,0
2021-05-31,12-19,30,34487,0
2021-05-31,12-19,90,43672,0
2021-05-31,12-19,120,45020,0
2021-05-31,12-19,180,45392,0
2021-05-31,12-19,270,45392,0
2021-05-31,20-29,-1,564909,0
2021-05-31,20-29,30,251723,0
2021-05-31,20-29,90,408125,0
2021-05-31,20-29,120,503434,0
2021-05-31,20-29,180,564909,0
2021-05-31,20-29,270,564909,0
2021-05-31,30-39,-1,790769,0
2021-05-31,30-39,30,366788,0
2021-05-31,30-39,90,558730,0
2021-05-31,30-39,120,681074,0
2021-05-31,30-39,180,790769,0
2021-05-31,30-39,270,790769,0
2021-05-31,40-49,-1,1198180,0
2021-05-31,40-49,30,645367,0
2021-05-31,40-49,90,908019,0
2021-05-31,40-49,120,1063953,0
2021-05-31,40-49,180,1198180,0
2021-05-31,40-49,270,1198180,0
2021-05-31,50-59,-1,1948736,0
2021-05-31,50-59,30,1191675,0
2021-05-31,50-59,90,1563244,0
2021-05-31,50-59,120,1766320,0
2021-05-31,50-59,180,1948736,0
2021-05-31,50-59,270,1948736,0
2021-05-31,60-69,-1,2239168,0
2021-05-31,60-69,30,1558289,0
2021-05-31,60-69,90,2000267,0
2021-05-31,60-69,120,2123330,0
2021-05-31,60-69,180,2239168,0
2021-05-31,60-69,270,2239168,0
2021-05-31,70-79,-1,2195963,0
2021-05-31,70-79,30,1511819,0
2021-05-31,70-79,90,2137390,0
2021-05-31,70-79,120,2180400,0
2021-05-31,70-79,180,2195963,0
2021-05-31,70-79,270,2195963,0
2021-05-31,80-89,-1,3132495,0
2021-05-31,80-89,30,580539,0
2021-05-31,80-89,90,3037087,0
2021-05-31,80-89,120,3116017,0
2021-05-31,80-89,180,3132495,0
2021-05-31,80-89,270,3132495,0
2021-05-31,90+,-1,706224,0
2021-05-31,90+,30,154125,0
2021-05-31,90+,90,640109,0
2021-05-31,90+,120,691919,0
2021-05-31,90+,180,706224,0
2021-05-31,90+,270,706224,0
2021-06-01,05-11,-1,0,0
2021-06-01,05-11,30,0,0
2021-06-01,05-11,90,0,0
2021-06-01,05-11,120,0,0
2021-06-01,05-11,180,0,0
2021-06-01,05-11,270,0,0
2021-06-01,12-19,-1,57299,0
2021-06-01,12-19,30,45930,0
2021-06-01,12-19,90,55504,0
2021-06-01,12-19,120,56832,0
2021-06-01,12-19,180,57299,0
2021-06-01,12-19,270,57299,0
2021-06-01,20-29,-1,575371,0
2021-06-01,20-29,30,259074,0
2021-06-01,20-29,90,412987,0
2021-06-01,20-29,120,505145,0
2021-06-01,20-29,180,575371,0
2021-06-01,20-29,270,575371,0
2021-06-01,30-39,-1,803782,0
2021-06-01,30-39,30,375432,0
2021-06-01,30-39,90,565718,0
2021-06-01,30-39,120,681637,0
2021-06-01,30-39,180,803782,0
2021-06-01,30-39,270,803782,0
2021-06-01,40-49,-1,1227093,0
2021-06-01,40-49,30,667294,0
2021-06-01,40-49,90,930092,0
2021-06-01,40-49,120,1077041,0
2021-06-01,40-49,180,1227093,0
2021-06-01,40-49,270,1227093,0
2021-06-01,50-59,-1,2007519,0
2021-06-01,50-59,30,1237560,0
2021-06-01,50-59,90,1613441,0
2021-06-01,50-59,120,1803017,0
2021-06-01,50-59,180,2007519,0
2021-06-01,50-59,270,2007519,0
2021-06-01,60-69,-1,2283112,0
2021-06-01,60-69,30,1580499,0
2021-06-01,60-69,90,2038307,0
2021-06-01,60-69,120,2154170,0
2021-06-01,60-69,180,2283112,0
2021-06-01,60-69,270,2283112,0
2021-06-01,70-79,-1,2227363,0
2021-06-01,70-79,30,1506474,0
2021-06-01,70-79,90,2166341,0
2021-06-01,70-79,120,2208811,0
2021-06-01,70-79,180,2227363,0
2021-06-01,70-79,270,2227363,0
2021-06-01,80-89,-1,3139198,0
2021-06-01,80-89,30,542818,0
2021-06-01,80-89,90,3036763,0
2021-06-01,80-89,120,3119062,0
2021-06-01,80-89,180,3139198,0
2021-06-01,80-89,270,3139198,0
2021-06-01,90+,-1,708730,0
2021-06-01,90+,30,151559,0
2021-06-01,90+,90,640477,0
2021-06-01,90+,120,691525,0
2021-06-01,90+,180,708730,0
2021-06-01,90+,270,708730,0
2021-06-02,05-11,-1,0,0
2021-06-02,05-11,30,0,0
2021-06-02,05-11,90,0,0
2021-06-02,05-11,120,0,0
2021-06-02,05-11,180,0,0
2021-06-02,05-11,270,0,0
2021-06-02,12-19,-1,62040,0
2021-06-02,12-19,30,50129,0
2021-06-02,12-19,90,60180,0
2021-06-02,12-19,120,61508,0
2021-06-02,12-19,180,62040,0
2021-06-02,12-19,270,62040,0
2021-06-02,20-29,-1,583135,0
2021-06-02,20-29,30,262688,0
2021-06-02,20-29,90,414628,0
2021-06-02,20-29,120,504251,0
2021-06-02,20-29,180,583135,0
2021-06-02,20-29,270,583135,0
2021-06-02,30-39,-1,812009,0
2021-06-02,30-39,30,378229,0
2021-06-02,30-39,90,567445,0
2021-06-02,30-39,120,677955,0
2021-06-02,30-39,180,812009,0
2021-06-02,30-39,270,812009,0
2021-06-02,40-49,-1,1243422,0
2021-06-02,40-49,30,674783,0
2021-06-02,40-49,90,938610,0
2021-06-02,40-49,120,1077932,0
2021-06-02,40-49,180,1243422,0
2021-06-02,40-49,270,1243422,0
2021-06-02,50-59,-1,2036361,0
2021-06-02,50-59,30,1252314,0
2021-06-02,50-59,90,1632636,0
2021-06-02,50-59,120,1810340,0
2021-06-02,50-59,180,2036361,0
2021-06-02,50-59,270,2036361,0
2021-06-02,60-69,-1,2308439,0
2021-06-02,60-69,30,1578070,0
2021-06-02,60-69,90,2057343,0
2021-06-02,60-69,120,2166457,0
2021-06-02,60-69,180,2308439,0
2021-06-02,60-69,270,2308439,0
2021-06-02,70-79,-1,2247192,0
2021-06-02,70-79,30,1483311,0
2021-06-02,70-79,90,2183642,0
2021-06-02,70-79,120,2224976,0
2021-06-02,70-79,180,2247192,0
2021-06-02,70-79,270,2247192,0
2021-06-02,80-89,-1,3142918,0
2021-06-02,80-89,30,514497,0
2021-06-02,80-89,90,3031979,0
2021-06-02,80-89,120,3118564,0
2021-06-02,80-89,180,3142918,0
2021-06-02,80-89,270,3142918,0
2021-06-02,90+,-1,709738,0
2021-06-02,90+,30,146374,0
2021-06-02,90+,90,638666,0
2021-06-02,90+,120,688901,0
2021-06-02,90+,180,709738,0
2021-06-02,90+,270,709738,0
2021-06-03,05-11,-1,0,0
2021-06-03,05-11,30,0,0
2021-06-03,05-11,90,0,0
2021-06-03,05-11,120,0,0
2021-06-03,05-11,180,0,0
2021-06-03,05-11,270,0,0
2021-06-03,12-19,-1,66366,0
2021-06-03,12-19,30,53930,0
2021-06-03,12-19,90,64408,0
2021-06-03,12-19,120,65710,0
2021-06-03,12-19,180,66366,0
2021-06-03,12-19,270,66366,0
2021-06-03,20-29,-1,593521,0
2021-06-03,20-29,30,268285,0
2021-06-03,20-29,90,417784,0
2021-06-03,20-29,120,504437,0
2021-06-03,20-29,180,593521,0
2021-06-03,20-29,270,593521,0
2021-06-03,30-39,-1,825079,0
2021-06-03,30-39,30,384545,0
2021-06-03,30-39,90,572870,0
2021-06-03,30-39,120,677586,0
2021-06-03,30-39,180,825079,0
2021-06-03,30-39,270,825079,0
2021-06-03,40-49,-1,1268891,0
2021-06-03,40-49,30,689100,0
2021-06-03,40-49,90,955010,0
2021-06-03,40-49,120,1086209,0
2021-06-03,40-49,180,1268891,0
2021-06-03,40-49,270,1268891,0
2021-06-03,50-59,-1,2075487,0
2021-06-03,50-59,30,1274307,0
2021-06-03,50-59,90,1661389,0
2021-06-03,50-59,120,1826551,0
2021-06-03,50-59,180,2075487,0
2021-06-03,50-59,270,2075487,0
2021-06-03,60-69,-1,2351459,0
2021-06-03,60-69,30,1593548,0
2021-06-03,60-69,90,2093466,0
2021-06-03,60-69,120,2195810,0
2021-06-03,60-69,180,2351459,0
2021-06-03,60-69,270,2351459,0
2021-06-03,70-79,-1,2281974,0
2021-06-03,70-79,30,1471369,0
2021-06-03,70-79,90,2215583,0
2021-06-03,70-79,120,2255852,0
2021-06-03,70-79,180,2281974,0
2021-06-03,70-79,270,2281974,0
2021-06-03,80-89,-1,3150226,0
2021-06-03,80-89,30,485024,0
2021-06-03,80-89,90,3030235,0
2021-06-03,80-89,120,3120738,0
2021-06-03,80-89,180,3150226,0
2021-06-03,80-89,270,3150226,0
2021-06-03,90+,-1,712392,0
2021-06-03,90+,30,141734,0
2021-06-03,90+,90,638791,0
2021-06-03,90+,120,686938,0
2021-06-03,90+,180,712392,0
2021-06-03,90+,270,712392,0
2021-06-04,05-11,-1,0,0
2021-06-04,05-11,30,0,0
2021-06-04,05-11,90,0,0
2021-06-04,05-11,120,0,0
2021-06-04,05-11,180,0,0
2021-06-04,05-11,270,0,0
2021-06-04,12-19,-1,69264,0
2021-06-04,12-19,30,56268,0
2021-06-04,12-19,90,67192,0
2021-06-04,12-19,120,68466,0
2021-06-04,12-19,180,69264,0
2021-06-04,12-19,270,69264,0
2021-06-04,20-29,-1,605600,0
2021-06-04,20-29,30,275920,0
2021-06-04,20-29,90,425230,0
2021-06-04,20-29,120,505973,0
2021-06-04,20-29,180,605600,0
2021-06-04,20-29,270,605600,0
2021-06-04,30-39,-1,840999,0
2021-06-04,30-39,30,393776,0
2021-06-04,30-39,90,583306,0
2021-06-04,30-39,120,679915,0
2021-06-04,30-39,180,840999,0
2021-06-04,30-39,270,840999,0
2021-06-04,40-49,-1,1295167,0
2021-06-04,40-49,30,703512,0
2021-06-04,40-49,90,974728,0
2021-06-04,40-49,120,1094794,0
2021-06-04,40-49,180,1295167,0
2021-06-04,40-49,270,1295167,0
2021-06-04,50-59,-1,2121638,0
2021-06-04,50-59,30,1301078,0
2021-06-04,50-59,90,1699875,0
2021-06-04,50-59,120,1849209,0
2021-06-04,50-59,180,2121638,0
2021-06-04,50-59,270,2121638,0
2021-06-04,60-69,-1,2391070,0
2021-06-04,60-69,30,1600830,0
2021-06-04,60-69,90,2127727,0
2021-06-04,60-69,120,2221725,0
2021-06-04,60-69,180,2391070,0
2021-06-04,60-69,270,2391070,0
2021-06-04,70-79,-1,2313873,0
2021-06-04,70-79,30,1457190,0
2021-06-04,70-79,90,2245230,0
2021-06-04,70-79,120,2283315,0
2021-06-04,70-79,180,2313873,0
2021-06-04,70-79,270,2313873,0
2021-06-04,80-89,-1,3157738,0
2021-06-04,80-89,30,451495,0
2021-06-04,80-89,90,3029824,0
2021-06-04,80-89,120,3121786,0
2021-06-04,80-89,180,3157738,0
2021-06-04,80-89,270,3157738,0
2021-06-04,90+,-1,714919,0
2021-06-04,90+,30,136147,0
2021-06-04,90+,90,639427,0
2021-06-04,90+,120,684123,0
2021-06-04,90+,180,714919,0
2021-06-04,90+,270,714919,0
2021-06-05,05-11,-1,0,0
2021-06-05,05-11,30,0,0
2021-06-05,05-11,90,0,0
2021-06-05,05-11,120,0,0
2021-06-05,05-11,180,0,0
2021-06-05,05-11,270,0,0
2021-06-05,12-19,-1,71466,0
2021-06-05,12-19,30,57755,0
2021-06-05,12-19,90,69347,0
2021-06-05,12-19,120,70566,0
2021-06-05,12-19,180,71466,0
2021-06-05,12-19,270,71466,0
2021-06-05,20-29,-1,618227,0
2021-06-05,20-29,30,282405,0
2021-06-05,20-29,90,435739,0
2021-06-05,20-29,120,508262,0
2021-06-05,20-29,180,618227,0
2021-06-05,20-29,270,618227,0
2021-06-05,30-39,-1,858080,0
2021-06-05,30-39,30,401628,0
2021-06-05,30-39,90,597638,0
2021-06-05,30-39,120,683903,0
2021-06-05,30-39,180,858080,0
2021-06-05,30-39,270,858080,0
2021-06-05,40-49,-1,1319271,0
2021-06-05,40-49,30,712711,0
2021-06-05,40-49,90,995765,0
2021-06-05,40-49,120,1102413,0
2021-06-05,40-49,180,1319271,0
2021-06-05,40-49,270,1319271,0
2021-06-05,50-59,-1,2177960,0
2021-06-05,50-59,30,1334043,0
2021-06-05,50-59,90,1752653,0
2021-06-05,50-59,120,1883682,0
2021-06-05,50-59,180,2177960,0
2021-06-05,50-59,270,2177960,0
2021-06-05,60-69,-1,2431976,0
2021-06-05,60-69,30,1604262,0
2021-06-05,60-69,90,2165841,0
2021-06-05,60-69,120,2250048,0
2021-06-05,60-69,180,2431976,0
2021-06-05,60-69,270,2431976,0
2021-06-05,70-79,-1,2340541,0
2021-06-05,70-79,30,1430847,0
2021-06-05,70-79,90,2270661,0
2021-06-05,70-79,120,2305850,0
2021-06-05,70-79,180,2340541,0
2021-06-05,70-79,270,2340541,0
2021-06-05,80-89,-1,3162252,0
2021-06-05,80-89,30,412392,0
2021-06-05,80-89,90,3028599,0
2021-06-05,80-89,120,3119421,0
2021-06-05,80-89,180,3162252,0
2021-06-05,80-89,270,3162252,0
2021-06-05,90+,-1,716446,0
2021-06-05,90+,30,128318,0
2021-06-05,90+,90,639924,0
2021-06-05,90+,120,680837,0
2021-06-05,90+,180,716446,0
2021-06-05,90+,270,716446,0
2021-06-06,05-11,-1,0,0
2021-06-06,05-11,30,0,0
2021-06-06,05-11,90,0,0
2021-06-06,05-11,120,0,0
2021-06-06,05-11,180,0,0
2021-06-06,05-11,270,0,0
2021-06-06,12-19,-1,73708,0
2021-06-06,12-19,30,59214,0
2021-06-06,12-19,90,71505,0
2021-06-06,12-19,120,72664,0
2021-06-06,12-19,180,73708,0
2021-06-06,12-19,270,73708,0
2021-06-06,20-29,-1,630930,0
2021-06-06,20-29,30,287501,0
2021-06-06,20-29,90,443487,0
2021-06-06,20-29,120,513338,0
2021-06-06,20-29,180,630930,0
2021-06-06,20-29,270,630930,0
2021-06-06,30-39,-1,873888,0
2021-06-06,30-39,30,407271,0
2021-06-06,30-39,90,607772,0
2021-06-06,30-39,120,691026,0
2021-06-06,30-39,180,873888,0
2021-06-06,30-39,270,873888,0
2021-06-06,40-49,-1,1340935,0
2021-06-06,40-49,30,717094,0
2021-06-06,40-49,90,1010685,0
2021-06-06,40-49,120,1113166,0
2021-06-06,40-49,180,1340935,0
2021-06-06,40-49,270,1340935,0
2021-06-06,50-59,-1,2216499,0
2021-06-06,50-59,30,1346343,0
2021-06-06,50-59,90,1783233,0
2021-06-06,50-59,120,1908030,0
2021-06-06,50-59,180,2216499,0
2021-06-06,50-59,270,2216499,0
2021-06-06,60-69,-1,2457736,0
2021-06-06,60-69,30,1589121,0
2021-06-06,60-69,90,2186327,0
2021-06-06,60-69,120,2265931,0
2021-06-06,60-69,180,2457736,0
2021-06-06,60-69,270,2457736,0
2021-06-06,70-79,-1,2360148,0
2021-06-06,70-79,30,1388433,0
2021-06-06,70-79,90,2287850,0
2021-06-06,70-79,120,2322018,0
2021-06-06,70-79,180,2360148,0
2021-06-06,70-79,270,2360148,0
2021-06-06,80-89,-1,3164798,0
2021-06-06,80-89,30,375152,0
2021-06-06,80-89,90,3016037,0
2021-06-06,80-89,120,3116543,0
2021-06-06,80-89,180,3164798,0
2021-06-06,80-89,270,3164798,0
2021-06-06,90+,-1,717116,0
2021-06-06,90+,30,119927,0
2021-06-06,90+,90,637988,0
2021-06-06,90+,120,678360,0
2021-06-06,90+,180,717116,0
2021-06-06,90+,270,717116,0
2021-06-07,05-11,-1,0,0
2021-06-07,05-11,30,0,0
2021-06-07,05-11,90,0,0
2021-06-07,05-11,120,0,0
2021-06-07,05-11,180,0,0
2021-06-07,05-11,270,0,0
2021-06-07,12-19,-1,75585,0
2021-06-07,12-19,30,60330,0
2021-06-07,12-19,90,73331,0
2021-06-07,12-19,120,74455,0
2021-06-07,12-19,180,75585,0
2021-06-07,12-19,270,75585,0
2021-06-07,20-29,-1,642238,0
2021-06-07,20-29,30,292410,0
2021-06-07,20-29,90,450417,0
2021-06-07,20-29,120,520206,0
2021-06-07,20-29,180,642238,0
2021-06-07,20-29,270,642238,0
2021-06-07,30-39,-1,888700,0
2021-06-07,30-39,30,412115,0
2021-06-07,30-39,90,616987,0
2021-06-07,30-39,120,701502,0
2021-06-07,30-39,180,888700,0
2021-06-07,30-39,270,888700,0
2021-06-07,40-49,-1,1365342,0
2021-06-07,40-49,30,723742,0
2021-06-07,40-49,90,1028418,0
2021-06-07,40-49,120,1132045,0
2021-06-07,40-49,180,1365342,0
2021-06-07,40-49,270,1365342,0
2021-06-07,50-59,-1,2256866,0
2021-06-07,50-59,30,1358328,0
2021-06-07,50-59,90,1816045,0
2021-06-07,50-59,120,1941384,0
2021-06-07,50-59,180,2256866,0
2021-06-07,50-59,270,2256866,0
2021-06-07,60-69,-1,2489767,0
2021-06-07,60-69,30,1575133,0
2021-06-07,60-69,90,2213395,0
2021-06-07,60-69,120,2293104,0
2021-06-07,60-69,180,2489767,0
2021-06-07,60-69,270,2489767,0
2021-06-07,70-79,-1,2390372,0
2021-06-07,70-79,30,1362909,0
2021-06-07,70-79,90,2315965,0
2021-06-07,70-79,120,2350541,0
2021-06-07,70-79,180,2390372,0
2021-06-07,70-79,270,2390372,0
2021-06-07,80-89,-1,3169973,0
2021-06-07,80-89,30,342741,0
2021-06-07,80-89,90,3002841,0
2021-06-07,80-89,120,3118131,0
2021-06-07,80-89,180,3169973,0
2021-06-07,80-89,270,3169973,0
2021-06-07,90+,-1,718781,0
2021-06-07,90+,30,110806,0
2021-06-07,90+,90,636281,0
2021-06-07,90+,120,678646,0
2021-06-07,90+,180,718781,0
2021-06-07,90+,270,718781,0
2021-06-08,05-11,-1,0,0
2021-06-08,05-11,30,0,0
2021-06-08,05-11,90,0,0
2021-06-08,05-11,120,0,0
2021-06-08,05-11,180,0,0
2021-06-08,05-11,270,0,0
2021-06-08,12-19,-1,77509,0
2021-06-08,12-19,30,61644,0
2021-06-08,12-19,90,75202,0
2021-06-08,12-19,120,76321,0
2021-06-08,12-19,180,77509,0
2021-06-08,12-19,270,77509,0
2021-06-08,20-29,-1,655762,0
2021-06-08,20-29,30,300825,0
2021-06-08,20-29,90,459565,0
2021-06-08,20-29,120,529560,0
2021-06-08,20-29,180,655762,0
2021-06-08,20-29,270,655762,0
2021-06-08,30-39,-1,905964,0
2021-06-08,30-39,30,420824,0
2021-06-08,30-39,90,629223,0
2021-06-08,30-39,120,713281,0
2021-06-08,30-39,180,905964,0
2021-06-08,30-39,270,905964,0
2021-06-08,40-49,-1,1391189,0
2021-06-08,40-49,30,735272,0
2021-06-08,40-49,90,1048258,0
2021-06-08,40-49,120,1150868,0
2021-06-08,40-49,180,1391189,0
2021-06-08,40-49,270,1391189,0
2021-06-08,50-59,-1,2295029,0
2021-06-08,50-59,30,1374211,0
2021-06-08,50-59,90,1846960,0
2021-06-08,50-59,120,1970345,0
2021-06-08,50-59,180,2295029,0
2021-06-08,50-59,270,2295029,0
2021-06-08,60-69,-1,2523914,0
2021-06-08,60-69,30,1579161,0
2021-06-08,60-69,90,2242829,0
2021-06-08,60-69,120,2321715,0
2021-06-08,60-69,180,2523914,0
2021-06-08,60-69,270,2523914,0
2021-06-08,70-79,-1,2423319,0
2021-06-08,70-79,30,1355738,0
2021-06-08,70-79,90,2346748,0
2021-06-08,70-79,120,2381228,0
2021-06-08,70-79,180,2423319,0
2021-06-08,70-79,270,2423319,0
2021-06-08,80-89,-1,3175605,0
2021-06-08,80-89,30,330625,0
2021-06-08,80-89,90,2984746,0
2021-06-08,80-89,120,3120083,0
2021-06-08,80-89,180,3175605,0
2021-06-08,80-89,270,3175605,0
2021-06-08,90+,-1,720539,0
2021-06-08,90+,30,108221,0
2021-06-08,90+,90,632707,0
2021-06-08,90+,120,677391,0
