data_somministrazione,fascia_anagrafica,delta_T,cum_vaccinazioni,cum_booster
2022-06-14,50-59,120,128434,503001
2022-06-14,50-59,180,402087,5014096
2022-06-14,50-59,270,1134583,7534865
2022-06-14,60-69,-1,7005512,6382201
2022-06-14,60-69,30,2050,26167
2022-06-14,60-69,90,20005,124808
2022-06-14,60-69,120,90323,282441
2022-06-14,60-69,180,265599,3688372
2022-06-14,60-69,270,592895,6381692
2022-06-14,70-79,-1,5680978,5287691
2022-06-14,70-79,30,1318,19252
2022-06-14,70-79,90,12167,70743
2022-06-14,70-79,120,57369,158608
2022-06-14,70-79,180,156657,2609748
2022-06-14,70-79,270,304173,5287246
2022-06-14,80-89,-1,3576427,3333347
2022-06-14,80-89,30,1075,14912
2022-06-14,80-89,90,7840,43886
2022-06-14,80-89,120,32875,88365
2022-06-14,80-89,180,77628,825166
2022-06-14,80-89,270,134586,3333022
2022-06-14,90+,-1,821564,699171
2022-06-14,90+,30,587,5311
2022-06-14,90+,90,3110,14104
2022-06-14,90+,120,10580,27911
2022-06-14,90+,180,22055,194770
2022-06-14,90+,270,35906,699112
2022-06-15,05-11,-1,1274575,0
2022-06-15,05-11,30,9052,0
2022-06-15,05-11,90,48377,0
2022-06-15,05-11,120,309746,0
2022-06-15,05-11,180,1273244,0
2022-06-15,05-11,270,1274575,0
2022-06-15,12-19,-1,3869475,2095956
2022-06-15,12-19,30,3451,22682
2022-06-15,12-19,90,29532,182449
2022-06-15,12-19,120,106840,470941
2022-06-15,12-19,180,542380,2037086
2022-06-15,12-19,270,1546765,2095568
2022-06-15,20-29,-1,5518779,4012981
2022-06-15,20-29,30,2071,25806
2022-06-15,20-29,90,24204,219389
2022-06-15,20-29,120,77872,591287
2022-06-15,20-29,180,315805,3434364
2022-06-15,20-29,270,1226373,4012366
2022-06-15,30-39,-1,5940671,4342754
2022-06-15,30-39,30,2664,30994
2022-06-15,30-39,90,27968,236749
2022-06-15,30-39,120,90754,586740
2022-06-15,30-39,180,363527,3510586
2022-06-15,30-39,270,1371750,4342163
2022-06-15,40-49,-1,7550508,5968200
2022-06-15,40-49,30,2006,29610
2022-06-15,40-49,90,24105,219133
2022-06-15,40-49,120,81092,540809
2022-06-15,40-49,180,339942,4428337
2022-06-15,40-49,270,1264391,5967590
2022-06-15,50-59,-1,8700132,7536629
2022-06-15,50-59,30,2677,31803
2022-06-15,50-59,90,29464,210735
2022-06-15,50-59,120,122090,485449
2022-06-15,50-59,180,398180,4899767
2022-06-15,50-59,270,1118657,7535842
2022-06-15,60-69,-1,7005575,6383278
2022-06-15,60-69,30,2027,26187
2022-06-15,60-69,90,19180,122428
2022-06-15,60-69,120,85365,271889
2022-06-15,60-69,180,263240,3580265
2022-06-15,60-69,270,587053,6382652
2022-06-15,70-79,-1,5681017,5288488
2022-06-15,70-79,30,1306,19272
2022-06-15,70-79,90,11563,69761
2022-06-15,70-79,120,54344,151915
2022-06-15,70-79,180,155208,2505504
2022-06-15,70-79,270,301740,5287938
2022-06-15,80-89,-1,3576469,3334049
2022-06-15,80-89,30,1085,15120
2022-06-15,80-89,90,7449,43758
2022-06-15,80-89,120,31455,85544
2022-06-15,80-89,180,77016,794844
2022-06-15,80-89,270,133815,3333657
2022-06-15,90+,-1,821586,699406
2022-06-15,90+,30,599,5393
2022-06-15,90+,90,2967,14048
2022-06-15,90+,120,10234,27157
2022-06-15,90+,180,21906,188120
2022-06-15,90+,270,35791,699341
2022-06-16,05-11,-1,1274845,0
2022-06-16,05-11,30,8991,0
2022-06-16,05-11,90,46381,0
2022-06-16,05-11,120,294623,0
2022-06-16,05-11,180,1272480,0
2022-06-16,05-11,270,1274845,0
2022-06-16,12-19,-1,3869562,2096890
2022-06-16,12-19,30,3392,22907
2022-06-16,12-19,90,28367,175757
2022-06-16,12-19,120,102468,456258
2022-06-16,12-19,180,535008,2033552
2022-06-16,12-19,270,1523147,2096463
2022-06-16,20-29,-1,5518831,4013787
2022-06-16,20-29,30,2020,25445
2022-06-16,20-29,90,23189,211158
2022-06-16,20-29,120,74751,572485
2022-06-16,20-29,180,312615,3411150
2022-06-16,20-29,270,1210315,4013130
2022-06-16,30-39,-1,5940727,4343733
2022-06-16,30-39,30,2604,30625
2022-06-16,30-39,90,26868,228291
2022-06-16,30-39,120,87074,570215
2022-06-16,30-39,180,359296,3476221
2022-06-16,30-39,270,1356989,4343097
2022-06-16,40-49,-1,7550556,5969083
2022-06-16,40-49,30,1954,29290
2022-06-16,40-49,90,23065,211193
2022-06-16,40-49,120,77603,524960
2022-06-16,40-49,180,335969,4351130
2022-06-16,40-49,270,1251734,5968414
2022-06-16,50-59,-1,8700193,7537702
2022-06-16,50-59,30,2554,31564
2022-06-16,50-59,90,28223,204424
2022-06-16,50-59,120,116401,470657
2022-06-16,50-59,180,394721,4783423
2022-06-16,50-59,270,1109883,7536817
2022-06-16,60-69,-1,7005628,6384293
2022-06-16,60-69,30,1971,26067
2022-06-16,60-69,90,18351,119700
2022-06-16,60-69,120,80801,262883
2022-06-16,60-69,180,261344,3484589
2022-06-16,60-69,270,583901,6383595
2022-06-16,70-79,-1,5681053,5289322
2022-06-16,70-79,30,1276,19239
2022-06-16,70-79,90,10999,68745
2022-06-16,70-79,120,51399,146440
2022-06-16,70-79,180,154228,2423463
2022-06-16,70-79,270,300462,5288677
2022-06-16,80-89,-1,3576505,3334669
2022-06-16,80-89,30,1064,15096
2022-06-16,80-89,90,7085,43486
2022-06-16,80-89,120,29943,82804
2022-06-16,80-89,180,76613,770963
2022-06-16,80-89,270,133471,3334233
2022-06-16,90+,-1,821616,699651
2022-06-16,90+,30,598,5349
2022-06-16,90+,90,2853,14032
2022-06-16,90+,120,9782,26301
2022-06-16,90+,180,21831,183032
2022-06-16,90+,270,35757,699582
2022-06-17,05-11,-1,1275053,0
2022-06-17,05-11,30,8791,0
2022-06-17,05-11,90,43485,0
2022-06-17,05-11,120,280331,0
2022-06-17,05-11,180,1271719,0
2022-06-17,05-11,270,1275053,0
2022-06-17,12-19,-1,3869682,2097762
2022-06-17,12-19,30,3353,23007
2022-06-17,12-19,90,27362,168147
2022-06-17,12-19,120,98341,443424
2022-06-17,12-19,180,530674,2030703
2022-06-17,12-19,270,1477320,2097256
2022-06-17,20-29,-1,5518889,4014614
2022-06-17,20-29,30,1973,25066
2022-06-17,20-29,90,22422,203721
2022-06-17,20-29,120,71891,554919
2022-06-17,20-29,180,310820,3394051
2022-06-17,20-29,270,1174461,4013759
2022-06-17,30-39,-1,5940788,4344736
2022-06-17,30-39,30,2517,30194
2022-06-17,30-39,90,25980,220298
2022-06-17,30-39,120,83546,554673
2022-06-17,30-39,180,357095,3452163
2022-06-17,30-39,270,1323858,4343710
2022-06-17,40-49,-1,7550617,5970023
2022-06-17,40-49,30,1907,29072
2022-06-17,40-49,90,22287,203421
2022-06-17,40-49,120,74395,509868
2022-06-17,40-49,180,333769,4299359
2022-06-17,40-49,270,1223074,5968464
2022-06-17,50-59,-1,8700262,7538791
2022-06-17,50-59,30,2460,31309
2022-06-17,50-59,90,27282,198400
2022-06-17,50-59,120,111050,457199
2022-06-17,50-59,180,392981,4709034
2022-06-17,50-59,270,1088712,7536120
2022-06-17,60-69,-1,7005683,6385275
2022-06-17,60-69,30,1917,25867
2022-06-17,60-69,90,17806,117705
2022-06-17,60-69,120,76668,254794
2022-06-17,60-69,180,260507,3425221
2022-06-17,60-69,270,574764,6382279
2022-06-17,70-79,-1,5681090,5290098
2022-06-17,70-79,30,1234,19029
2022-06-17,70-79,90,10685,68292
2022-06-17,70-79,120,48597,141551
2022-06-17,70-79,180,153811,2373158
2022-06-17,70-79,270,296199,5286952
2022-06-17,80-89,-1,3576543,3335205
2022-06-17,80-89,30,1039,14799
2022-06-17,80-89,90,6861,43430
2022-06-17,80-89,120,28548,80224
2022-06-17,80-89,180,76487,759282
2022-06-17,80-89,270,132173,3333885
2022-06-17,90+,-1,821629,699868
2022-06-17,90+,30,581,5260
2022-06-17,90+,90,2784,14081
2022-06-17,90+,120,9337,25486
2022-06-17,90+,180,21812,181258
2022-06-17,90+,270,35534,699731
2022-06-18,05-11,-1,1275433,0
2022-06-18,05-11,30,8607,0
2022-06-18,05-11,90,42786,0
2022-06-18,05-11,120,264893,0
2022-06-18,05-11,180,1271297,0
2022-06-18,05-11,270,1275433,0
2022-06-18,12-19,-1,3869783,2098619
2022-06-18,12-19,30,3297,23047
2022-06-18,12-19,90,27160,166597
2022-06-18,12-19,120,93707,427288
2022-06-18,12-19,180,523438,2025454
2022-06-18,12-19,270,1431268,2098045
2022-06-18,20-29,-1,5518926,4015314
2022-06-18,20-29,30,1903,24587
2022-06-18,20-29,90,22244,202269
2022-06-18,20-29,120,68938,535541
2022-06-18,20-29,180,306277,3363136
2022-06-18,20-29,270,1142394,4014279
2022-06-18,30-39,-1,5940855,4345565
2022-06-18,30-39,30,2457,29631
2022-06-18,30-39,90,25811,218854
2022-06-18,30-39,120,79813,535665
2022-06-18,30-39,180,352035,3414703
2022-06-18,30-39,270,1294651,4344193
2022-06-18,40-49,-1,7550674,5970854
2022-06-18,40-49,30,1877,28662
2022-06-18,40-49,90,22119,202149
2022-06-18,40-49,120,70763,491630
2022-06-18,40-49,180,329330,4228543
2022-06-18,40-49,270,1197489,5968546
2022-06-18,50-59,-1,8700308,7539661
2022-06-18,50-59,30,2341,30818
2022-06-18,50-59,90,27079,197702
2022-06-18,50-59,120,104961,440931
2022-06-18,50-59,180,389133,4605667
2022-06-18,50-59,270,1069560,7535374
2022-06-18,60-69,-1,7005722,6385906
2022-06-18,60-69,30,1847,25357
2022-06-18,60-69,90,17709,117586
2022-06-18,60-69,120,72081,245641
2022-06-18,60-69,180,258175,3319607
2022-06-18,60-69,270,566118,6380706
2022-06-18,70-79,-1,5681113,5290539
2022-06-18,70-79,30,1176,18518
2022-06-18,70-79,90,10618,68445
2022-06-18,70-79,120,45759,136298
2022-06-18,70-79,180,152497,2282209
2022-06-18,70-79,270,292169,5284855
2022-06-18,80-89,-1,3576562,3335528
2022-06-18,80-89,30,994,14303
2022-06-18,80-89,90,6825,43627
2022-06-18,80-89,120,27042,77548
2022-06-18,80-89,180,75944,736523
2022-06-18,80-89,270,130926,3333172
2022-06-18,90+,-1,821637,699974
2022-06-18,90+,30,550,4997
2022-06-18,90+,90,2772,14154
2022-06-18,90+,120,8907,24614
2022-06-18,90+,180,21688,176478
2022-06-18,90+,270,35270,699732
2022-06-19,05-11,-1,1275440,0
2022-06-19,05-11,30,8137,0
2022-06-19,05-11,90,41795,0
2022-06-19,05-11,120,238362,0
2022-06-19,05-11,180,1270421,0
2022-06-19,05-11,270,1275440,0
2022-06-19,12-19,-1,3869790,2098683
2022-06-19,12-19,30,3151,22112
2022-06-19,12-19,90,26271,160818
2022-06-19,12-19,120,88411,408308
2022-06-19,12-19,180,516172,2018560
2022-06-19,12-19,270,1387092,2098041
2022-06-19,20-29,-1,5518926,4015380
2022-06-19,20-29,30,1807,23426
2022-06-19,20-29,90,21371,194286
2022-06-19,20-29,120,66388,517806
2022-06-19,20-29,180,301758,3329836
2022-06-19,20-29,270,1112692,4014151
2022-06-19,30-39,-1,5940861,4345635
2022-06-19,30-39,30,2327,28325
2022-06-19,30-39,90,24768,210956
2022-06-19,30-39,120,76688,517934
2022-06-19,30-39,180,347082,3375152
2022-06-19,30-39,270,1267171,4343923
2022-06-19,40-49,-1,7550682,5970925
2022-06-19,40-49,30,1778,27371
2022-06-19,40-49,90,21160,195142
2022-06-19,40-49,120,67854,474325
2022-06-19,40-49,180,324831,4156812
2022-06-19,40-49,270,1172752,5967760
2022-06-19,50-59,-1,8700316,7539750
2022-06-19,50-59,30,2188,29428
2022-06-19,50-59,90,25898,191817
2022-06-19,50-59,120,99775,426006
2022-06-19,50-59,180,385356,4499288
2022-06-19,50-59,270,1051108,7533640
2022-06-19,60-69,-1,7005729,6385975
2022-06-19,60-69,30,1726,24262
2022-06-19,60-69,90,16940,114577
2022-06-19,60-69,120,68618,238618
2022-06-19,60-69,180,255823,3213321
2022-06-19,60-69,270,557385,6378257
2022-06-19,70-79,-1,5681115,5290589
2022-06-19,70-79,30,1105,17653
2022-06-19,70-79,90,10165,67044
2022-06-19,70-79,120,43755,132689
2022-06-19,70-79,180,151161,2186245
2022-06-19,70-79,270,288015,5282198
2022-06-19,80-89,-1,3576563,3335559
2022-06-19,80-89,30,933,13613
2022-06-19,80-89,90,6535,43033
2022-06-19,80-89,120,25924,75606
2022-06-19,80-89,180,75373,709808
2022-06-19,80-89,270,129599,3332349
2022-06-19,90+,-1,821638,699986
2022-06-19,90+,30,521,4754
2022-06-19,90+,90,2689,14009
2022-06-19,90+,120,8605,24057
2022-06-19,90+,180,21499,170421
2022-06-19,90+,270,34985,699658
2022-06-20,05-11,-1,1275579,0
2022-06-20,05-11,30,7702,0
2022-06-20,05-11,90,40837,0
2022-06-20,05-11,120,219489,0
2022-06-20,05-11,180,1269588,0
2022-06-20,05-11,270,1275579,0
2022-06-20,12-19,-1,3869899,2099633
2022-06-20,12-19,30,3085,21969
2022-06-20,12-19,90,25546,155945
2022-06-20,12-19,120,85785,400673
2022-06-20,12-19,180,509302,2011578
2022-06-20,12-19,270,1348772,2098912
2022-06-20,20-29,-1,5518990,4016227
2022-06-20,20-29,30,1785,23298
2022-06-20,20-29,90,20453,187812
2022-06-20,20-29,120,65275,511445
2022-06-20,20-29,180,297373,3295374
2022-06-20,20-29,270,1087237,4014790
2022-06-20,30-39,-1,5940929,4346496
2022-06-20,30-39,30,2297,27985
2022-06-20,30-39,90,23754,204434
2022-06-20,30-39,120,75227,511682
2022-06-20,30-39,180,342576,3336753
2022-06-20,30-39,270,1243552,4344455
2022-06-20,40-49,-1,7550738,5971726
2022-06-20,40-49,30,1745,26891
2022-06-20,40-49,90,20153,189369
2022-06-20,40-49,120,66522,468140
2022-06-20,40-49,180,320587,4086445
2022-06-20,40-49,270,1151226,5967805
2022-06-20,50-59,-1,8700377,7540733
2022-06-20,50-59,30,2127,29073
2022-06-20,50-59,90,24432,187390
2022-06-20,50-59,120,97403,421174
2022-06-20,50-59,180,381702,4396650
2022-06-20,50-59,270,1034710,7532951
2022-06-20,60-69,-1,7005764,6386905
2022-06-20,60-69,30,1691,24334
2022-06-20,60-69,90,16034,112614
2022-06-20,60-69,120,67035,237019
2022-06-20,60-69,180,253583,3112112
2022-06-20,60-69,270,550050,6376876
2022-06-20,70-79,-1,5681141,5291306
2022-06-20,70-79,30,1079,17770
2022-06-20,70-79,90,9667,66307
2022-06-20,70-79,120,42858,132121
2022-06-20,70-79,180,149800,2094413
2022-06-20,70-79,270,284510,5280078
2022-06-20,80-89,-1,3576582,3336028
2022-06-20,80-89,30,928,13647
2022-06-20,80-89,90,6248,42809
2022-06-20,80-89,120,25468,75411
2022-06-20,80-89,180,74771,683655
2022-06-20,80-89,270,128387,3331782
2022-06-20,90+,-1,821648,700123
2022-06-20,90+,30,522,4780
2022-06-20,90+,90,2608,13941
2022-06-20,90+,120,8495,24017
2022-06-20,90+,180,21327,164437
2022-06-20,90+,270,34723,699686
2022-06-21,05-11,-1,1275799,0
2022-06-21,05-11,30,7783,0
2022-06-21,05-11,90,40071,0
2022-06-21,05-11,120,208779,0
2022-06-21,05-11,180,1268640,0
2022-06-21,05-11,270,1275799,0
2022-06-21,12-19,-1,3870014,2100595
2022-06-21,12-19,30,3171,22784
2022-06-21,12-19,90,24893,151738
2022-06-21,12-19,120,81739,388685
2022-06-21,12-19,180,502217,2004254
2022-06-21,12-19,270,1309458,2099779
2022-06-21,20-29,-1,5519052,4017121
2022-06-21,20-29,30,1837,24052
2022-06-21,20-29,90,19660,182322
2022-06-21,20-29,120,62483,493824
2022-06-21,20-29,180,293387,3261924
2022-06-21,20-29,270,1062982,4015467
2022-06-21,30-39,-1,5940988,4347493
2022-06-21,30-39,30,2346,28824
2022-06-21,30-39,90,22850,198957
2022-06-21,30-39,120,72056,496300
2022-06-21,30-39,180,338496,3303179
2022-06-21,30-39,270,1219039,4345087
2022-06-21,40-49,-1,7550806,5972643
2022-06-21,40-49,30,1806,27649
2022-06-21,40-49,90,19278,184654
2022-06-21,40-49,120,63618,454381
2022-06-21,40-49,180,316551,4020692
2022-06-21,40-49,270,1128936,5967955
2022-06-21,50-59,-1,8700446,7541847
2022-06-21,50-59,30,2185,30021
2022-06-21,50-59,90,23386,183622
2022-06-21,50-59,120,91865,409423
2022-06-21,50-59,180,378195,4303062
2022-06-21,50-59,270,1017659,7532398
2022-06-21,60-69,-1,7005809,6387990
2022-06-21,60-69,30,1726,25325
2022-06-21,60-69,90,15352,110948
2022-06-21,60-69,120,62947,230479
2022-06-21,60-69,180,251564,3028981
2022-06-21,60-69,270,542534,6375669
2022-06-21,70-79,-1,5681171,5292193
2022-06-21,70-79,30,1101,18592
2022-06-21,70-79,90,9242,65715
2022-06-21,70-79,120,40379,128915
2022-06-21,70-79,180,148636,2018542
2022-06-21,70-79,270,280859,5278472
2022-06-21,80-89,-1,3576623,3336596
2022-06-21,80-89,30,964,14156
2022-06-21,80-89,90,6008,42661
2022-06-21,80-89,120,24324,73984
2022-06-21,80-89,180,74233,662193
2022-06-21,80-89,270,127194,3331412
2022-06-21,90+,-1,821673,700353
2022-06-21,90+,30,545,4986
2022-06-21,90+,90,2515,13959
2022-06-21,90+,120,8216,23699
2022-06-21,90+,180,21163,159328
2022-06-21,90+,270,34480,699775
2022-06-22,05-11,-1,1276076,0
2022-06-22,05-11,30,7919,0
2022-06-22,05-11,90,39227,0
2022-06-22,05-11,120,197214,0
2022-06-22,05-11,180,1268573,0
2022-06-22,05-11,270,1276076,0
2022-06-22,12-19,-1,3870117,2101454
2022-06-22,12-19,30,3133,22874
2022-06-22,12-19,90,24189,146470
2022-06-22,12-19,120,77943,377639
2022-06-22,12-19,180,498696,2000625
2022-06-22,12-19,270,1274165,2100548
2022-06-22,20-29,-1,5519097,4017952
2022-06-22,20-29,30,1806,23820
2022-06-22,20-29,90,18773,175963
2022-06-22,20-29,120,59701,477718
2022-06-22,20-29,180,291540,3243134
2022-06-22,20-29,270,1043609,4016149
2022-06-22,30-39,-1,5941057,4348395
2022-06-22,30-39,30,2316,28449
2022-06-22,30-39,90,21813,192502
2022-06-22,30-39,120,68927,482217
2022-06-22,30-39,180,336578,3285041
2022-06-22,30-39,270,1197859,4345737
2022-06-22,40-49,-1,7550862,5973549
2022-06-22,40-49,30,1792,27367
2022-06-22,40-49,90,18285,178944
2022-06-22,40-49,120,60761,441507
2022-06-22,40-49,180,314672,3984559
2022-06-22,40-49,270,1109201,5968265
2022-06-22,50-59,-1,8700490,7542913
2022-06-22,50-59,30,2117,29884
2022-06-22,50-59,90,22104,179098
2022-06-22,50-59,120,86962,398563
2022-06-22,50-59,180,376506,4250440
2022-06-22,50-59,270,1002942,7532389
2022-06-22,60-69,-1,7005870,6389017
2022-06-22,60-69,30,1708,25338
2022-06-22,60-69,90,14499,108791
2022-06-22,60-69,120,59362,224355
2022-06-22,60-69,180,250732,2993064
2022-06-22,60-69,270,537010,6375228
2022-06-22,70-79,-1,5681216,5293055
2022-06-22,70-79,30,1090,18642
2022-06-22,70-79,90,8722,64936
2022-06-22,70-79,120,38103,125497
2022-06-22,70-79,180,148237,1989066
2022-06-22,70-79,270,278522,5277792
2022-06-22,80-89,-1,3576673,3337209
2022-06-22,80-89,30,975,14028
2022-06-22,80-89,90,5740,42427
2022-06-22,80-89,120,23122,72478
2022-06-22,80-89,180,74072,654878
2022-06-22,80-89,270,126403,3331578
2022-06-22,90+,-1,821703,700594
2022-06-22,90+,30,560,5032
2022-06-22,90+,90,2428,13954
2022-06-22,90+,120,7873,23251
2022-06-22,90+,180,21142,157818
2022-06-22,90+,270,34379,699986
2022-06-23,05-11,-1,1276220,0
2022-06-23,05-11,30,7808,0
2022-06-23,05-11,90,38011,0
2022-06-23,05-11,120,187606,0
2022-06-23,05-11,180,1268677,0
2022-06-23,05-11,270,1276220,0
2022-06-23,12-19,-1,3870219,2102263
2022-06-23,12-19,30,3108,22981
2022-06-23,12-19,90,23411,140257
2022-06-23,12-19,120,74597,367455
2022-06-23,12-19,180,498124,2000585
2022-06-23,12-19,270,1252036,2101324
2022-06-23,20-29,-1,5519169,4018862
2022-06-23,20-29,30,1780,23645
2022-06-23,20-29,90,17960,169170
2022-06-23,20-29,120,57136,462335
2022-06-23,20-29,180,291346,3240784
2022-06-23,20-29,270,1031621,4016979
2022-06-23,30-39,-1,5941132,4349330
2022-06-23,30-39,30,2267,28022
2022-06-23,30-39,90,20794,185213
2022-06-23,30-39,120,65994,468816
2022-06-23,30-39,180,336328,3282261
2022-06-23,30-39,270,1185043,4346526
2022-06-23,40-49,-1,7550923,5974500
2022-06-23,40-49,30,1760,27161
2022-06-23,40-49,90,17358,172063
2022-06-23,40-49,120,58141,429578
2022-06-23,40-49,180,314406,3978936
2022-06-23,40-49,270,1097565,5968859
2022-06-23,50-59,-1,8700554,7544014
2022-06-23,50-59,30,2032,29726
2022-06-23,50-59,90,20921,173523
2022-06-23,50-59,120,82507,388577
2022-06-23,50-59,180,376283,4242393
2022-06-23,50-59,270,994662,7532701
2022-06-23,60-69,-1,7005915,6390074
2022-06-23,60-69,30,1659,25248
2022-06-23,60-69,90,13743,106502
2022-06-23,60-69,120,55955,218660
2022-06-23,60-69,180,250659,2988979
2022-06-23,60-69,270,533943,6375157
2022-06-23,70-79,-1,5681256,5293937
2022-06-23,70-79,30,1081,18590
2022-06-23,70-79,90,8290,64057
2022-06-23,70-79,120,35898,122254
2022-06-23,70-79,180,148234,1986382
2022-06-23,70-79,270,277354,5277371
2022-06-23,80-89,-1,3576707,3337807
2022-06-23,80-89,30,950,13911
2022-06-23,80-89,90,5474,42175
2022-06-23,80-89,120,21879,70824
2022-06-23,80-89,180,74089,654794
2022-06-23,80-89,270,126075,3331725
2022-06-23,90+,-1,821717,700810
2022-06-23,90+,30,550,4944
2022-06-23,90+,90,2336,13923
2022-06-23,90+,120,7516,22780
2022-06-23,90+,180,21151,157917
2022-06-23,90+,270,34329,700143
2022-06-24,05-11,-1,1276366,0
2022-06-24,05-11,30,7478,0
2022-06-24,05-11,90,36145,0
2022-06-24,05-11,120,177761,0
2022-06-24,05-11,180,1268147,0
2022-06-24,05-11,270,1276366,0
2022-06-24,12-19,-1,3870309,2103107
2022-06-24,12-19,30,3015,22941
2022-06-24,12-19,90,22636,133429
2022-06-24,12-19,120,71533,357837
2022-06-24,12-19,180,495442,1997460
2022-06-24,12-19,270,1212743,2102101
2022-06-24,20-29,-1,5519234,4019767
2022-06-24,20-29,30,1755,23461
2022-06-24,20-29,90,17222,162739
2022-06-24,20-29,120,54677,447124
2022-06-24,20-29,180,290311,3222796
2022-06-24,20-29,270,1007869,4017669
2022-06-24,30-39,-1,5941203,4350283
2022-06-24,30-39,30,2199,27550
2022-06-24,30-39,90,19901,178189
2022-06-24,30-39,120,63265,455958
2022-06-24,30-39,180,335242,3265237
2022-06-24,30-39,270,1161112,4347088
2022-06-24,40-49,-1,7550971,5975506
2022-06-24,40-49,30,1723,26770
2022-06-24,40-49,90,16465,165463
2022-06-24,40-49,120,55637,417665
2022-06-24,40-49,180,313177,3949233
2022-06-24,40-49,270,1076485,5968944
2022-06-24,50-59,-1,8700619,7545159
2022-06-24,50-59,30,1971,29460
2022-06-24,50-59,90,19810,168230
2022-06-24,50-59,120,78176,378461
2022-06-24,50-59,180,375335,4203673
2022-06-24,50-59,270,979264,7532047
2022-06-24,60-69,-1,7005973,6391064
2022-06-24,60-69,30,1609,25029
2022-06-24,60-69,90,13086,104725
2022-06-24,60-69,120,52763,213023
2022-06-24,60-69,180,250270,2964302
2022-06-24,60-69,270,526860,6373599
2022-06-24,70-79,-1,5681301,5294749
2022-06-24,70-79,30,1063,18489
2022-06-24,70-79,90,7940,63633
2022-06-24,70-79,120,33715,118983
2022-06-24,70-79,180,148050,1969375
2022-06-24,70-79,270,273966,5275450
2022-06-24,80-89,-1,3576738,3338383
2022-06-24,80-89,30,921,13690
2022-06-24,80-89,90,5314,42186
2022-06-24,80-89,120,20657,69264
2022-06-24,80-89,180,74037,651761
2022-06-24,80-89,270,125008,3331103
2022-06-24,90+,-1,821740,701052
2022-06-24,90+,30,534,4868
2022-06-24,90+,90,2296,14040
2022-06-24,90+,120,7138,22276
2022-06-24,90+,180,21164,157596
2022-06-24,90+,270,34160,700200
2022-06-25,05-11,-1,1276802,0
2022-06-25,05-11,30,7523,0
2022-06-25,05-11,90,35919,0
2022-06-25,05-11,120,167373,0
2022-06-25,05-11,180,1266843,0
2022-06-25,05-11,270,1276802,0
2022-06-25,12-19,-1,3870410,2104057
2022-06-25,12-19,30,2974,23061
2022-06-25,12-19,90,22467,132361
2022-06-25,12-19,120,67893,345731
2022-06-25,12-19,180,481339,1984426
2022-06-25,12-19,270,1179099,2102976
2022-06-25,20-29,-1,5519278,4020689
2022-06-25,20-29,30,1694,23303
2022-06-25,20-29,90,17015,162019
2022-06-25,20-29,120,52255,430468
2022-06-25,20-29,180,284438,3163026
2022-06-25,20-29,270,987459,4018345
2022-06-25,30-39,-1,5941259,4351235
2022-06-25,30-39,30,2156,27102
2022-06-25,30-39,90,19669,177303
2022-06-25,30-39,120,60395,440060
2022-06-25,30-39,180,328211,3211283
2022-06-25,30-39,270,1141095,4347589
2022-06-25,40-49,-1,7551012,5976450
2022-06-25,40-49,30,1674,26268
2022-06-25,40-49,90,16230,164678
2022-06-25,40-49,120,52905,402791
2022-06-25,40-49,180,306590,3865800
2022-06-25,40-49,270,1058192,5968877
2022-06-25,50-59,-1,8700690,7546223
2022-06-25,50-59,30,1906,29095
2022-06-25,50-59,90,19540,167918
2022-06-25,50-59,120,73516,366019
2022-06-25,50-59,180,369702,4091867
2022-06-25,50-59,270,965601,7531174
2022-06-25,60-69,-1,7006009,6391841
2022-06-25,60-69,30,1547,24608
2022-06-25,60-69,90,12932,104849
2022-06-25,60-69,120,49274,206652
2022-06-25,60-69,180,247183,2873098
2022-06-25,60-69,270,520378,6371686
2022-06-25,70-79,-1,5681329,5295271
2022-06-25,70-79,30,1045,18104
2022-06-25,70-79,90,7883,63874
2022-06-25,70-79,120,31556,115543
2022-06-25,70-79,180,146394,1901483
2022-06-25,70-79,270,270720,5272936
2022-06-25,80-89,-1,3576753,3338709
2022-06-25,80-89,30,878,13192
2022-06-25,80-89,90,5277,42401
2022-06-25,80-89,120,19448,67512
2022-06-25,80-89,180,73482,637512
2022-06-25,80-89,270,123885,3329725
2022-06-25,90+,-1,821747,701127
2022-06-25,90+,30,512,4602
2022-06-25,90+,90,2289,14082
2022-06-25,90+,120,6789,21638
2022-06-25,90+,180,21022,154800
2022-06-25,90+,270,33932,700025
2022-06-26,05-11,-1,1276849,0
2022-06-26,05-11,30,7255,0
2022-06-26,05-11,90,35283,0
2022-06-26,05-11,120,148572,0
2022-06-26,05-11,180,1264438,0
2022-06-26,05-11,270,1276849,0
2022-06-26,12-19,-1,3870421,2104115
2022-06-26,12-19,30,2816,22154
2022-06-26,12-19,90,21779,126816
2022-06-26,12-19,120,63804,329321
2022-06-26,12-19,180,469686,1968018
2022-06-26,12-19,270,1147681,2102961
2022-06-26,20-29,-1,5519297,4020731
2022-06-26,20-29,30,1620,22139
2022-06-26,20-29,90,16169,155409
2022-06-26,20-29,120,50263,413770
2022-06-26,20-29,180,279062,3106422
2022-06-26,20-29,270,968172,4018133
2022-06-26,30-39,-1,5941276,4351309
2022-06-26,30-39,30,2038,25642
2022-06-26,30-39,90,18781,170602
2022-06-26,30-39,120,57831,423739
2022-06-26,30-39,180,322081,3154879
2022-06-26,30-39,270,1121981,4347228
2022-06-26,40-49,-1,7551025,5976519
2022-06-26,40-49,30,1574,24832
