data_somministrazione,delta_T,cum_vaccinazioni,cum_booster
2022-03-13,90,3596622,25930412
2022-03-13,120,4282606,34972296
2022-03-13,180,9201211,38165451
2022-03-13,270,34077992,38166741
2022-03-14,-1,49691341,38213442
2022-03-14,30,852243,2068311
2022-03-14,90,3581946,25482877
2022-03-14,120,4278643,34966536
2022-03-14,180,9048662,38211503
2022-03-14,270,33786742,38213442
2022-03-15,-1,49701893,38260337
2022-03-15,30,821312,2046351
2022-03-15,90,3567128,25012583
2022-03-15,120,4252287,34855988
2022-03-15,180,8899168,38257400
2022-03-15,270,33490967,38260337
2022-03-16,-1,49711375,38302311
2022-03-16,30,784081,1972134
2022-03-16,90,3548683,24534256
2022-03-16,120,4231202,34726558
2022-03-16,180,8758496,38298204
2022-03-16,270,33225330,38302311
2022-03-17,-1,49721098,38347187
2022-03-17,30,745238,1893529
2022-03-17,90,3529011,24061914
2022-03-17,120,4212456,34592972
2022-03-17,180,8640242,38342302
2022-03-17,270,33014231,38347187
2022-03-18,-1,49731259,38396245
2022-03-18,30,709711,1836458
2022-03-18,90,3512056,23642195
2022-03-18,120,4192325,34448268
2022-03-18,180,8569259,38390852
2022-03-18,270,32736292,38396245
2022-03-19,-1,49740410,38442784
2022-03-19,30,675989,1784877
2022-03-19,90,3506037,23388192
2022-03-19,120,4172655,34288923
2022-03-19,180,8398346,38428263
2022-03-19,270,32449194,38442784
2022-03-20,-1,49743018,38454488
2022-03-20,30,631963,1683998
2022-03-20,90,3477975,22922388
2022-03-20,120,4154252,34144170
2022-03-20,180,8234282,38431105
2022-03-20,270,32149098,38454488
2022-03-21,-1,49750599,38494715
2022-03-21,30,586998,1623886
2022-03-21,90,3455144,22469177
2022-03-21,120,4151223,34119525
2022-03-21,180,8082751,38461869
2022-03-21,270,31824058,38494715
2022-03-22,-1,49759047,38532481
2022-03-22,30,564029,1621286
2022-03-22,90,3434102,22022193
2022-03-22,120,4137712,33944131
2022-03-22,180,7953097,38490278
2022-03-22,270,31483772,38532481
2022-03-23,-1,49766265,38566181
2022-03-23,30,533348,1565327
2022-03-23,90,3413033,21628935
2022-03-23,120,4121325,33736032
2022-03-23,180,7819764,38514965
2022-03-23,270,31190841,38566181
2022-03-24,-1,49774524,38605001
2022-03-24,30,504383,1520363
2022-03-24,90,3408167,21456913
2022-03-24,120,4101815,33503758
2022-03-24,180,7708461,38548112
2022-03-24,270,30970407,38605001
2022-03-25,-1,49782666,38648672
2022-03-25,30,479124,1484624
2022-03-25,90,3414205,21467531
2022-03-25,120,4086690,33245493
2022-03-25,180,7644612,38587418
2022-03-25,270,30671395,38648672
2022-03-26,-1,49790794,38690394
2022-03-26,30,454691,1448180
2022-03-26,90,3413555,21350176
2022-03-26,120,4070220,32968907
2022-03-26,180,7517076,38619056
2022-03-26,270,30350189,38690394
2022-03-27,-1,49793225,38700077
2022-03-27,30,422350,1367148
2022-03-27,90,3369138,20855167
2022-03-27,120,4051239,32712420
2022-03-27,180,7401990,38617314
2022-03-27,270,30010397,38700077
2022-03-28,-1,49799337,38735318
2022-03-28,30,389298,1313253
2022-03-28,90,3332741,20336153
2022-03-28,120,4047442,32610591
2022-03-28,180,7295726,38640705
2022-03-28,270,29653265,38735318
2022-03-29,-1,49805117,38767849
2022-03-29,30,372530,1309927
2022-03-29,90,3304128,19818007
2022-03-29,120,4030856,32317049
2022-03-29,180,7191219,38658257
2022-03-29,270,29290538,38767849
2022-03-30,-1,49810684,38798053
2022-03-30,30,349610,1258435
2022-03-30,90,3277803,19348346
2022-03-30,120,4013304,31981392
2022-03-30,180,7101792,38669317
2022-03-30,270,28925000,38798053
2022-03-31,-1,49816587,38831239
2022-03-31,30,332786,1237679
2022-03-31,90,3269558,19134125
2022-03-31,120,3997652,31601046
2022-03-31,180,7029175,38688460
2022-03-31,270,28647664,38831239
2022-04-01,-1,49820936,38856428
2022-04-01,30,315201,1212157
2022-04-01,90,3270407,19094499
2022-04-01,120,3978208,31185795
2022-04-01,180,6985764,38705980
2022-04-01,270,28267448,38856428
2022-04-02,-1,49825433,38879703
2022-04-02,30,297063,1180485
2022-04-02,90,3252074,18841047
2022-04-02,120,3957430,30741539
2022-04-02,180,6901870,38694773
2022-04-02,270,27886450,38879703
2022-04-03,-1,49826482,38884203
2022-04-03,30,274870,1122185
2022-04-03,90,3205181,18325512
2022-04-03,120,3936088,30327239
2022-04-03,180,6822540,38665255
2022-04-03,270,27475361,38884203
2022-04-04,-1,49830142,38905748
2022-04-04,30,254727,1085778
2022-04-04,90,3162368,17774953
2022-04-04,120,3927804,30087419
2022-04-04,180,6754192,38652592
2022-04-04,270,26999432,38905748
2022-04-05,-1,49833900,38928684
2022-04-05,30,249011,1091513
2022-04-05,90,3125281,17237466
2022-04-05,120,3905717,29652726
2022-04-05,180,6686070,38641156
2022-04-05,270,26504726,38928684
2022-04-06,-1,49838005,38950536
2022-04-06,30,237192,1061974
2022-04-06,90,3105850,16984827
2022-04-06,120,3885659,29194277
2022-04-06,180,6609536,38629387
2022-04-06,270,26033664,38950536
2022-04-07,-1,49841975,38973856
2022-04-07,30,225680,1036499
2022-04-07,90,3046021,16453926
2022-04-07,120,3879598,28967876
2022-04-07,180,6537390,38630513
2022-04-07,270,25679936,38973856
2022-04-08,-1,49846671,39000570
2022-04-08,30,216560,1016696
2022-04-08,90,2989744,15977227
2022-04-08,120,3852674,28502627
2022-04-08,180,6496297,38643596
2022-04-08,270,25198754,39000570
2022-04-09,-1,49851053,39024458
2022-04-09,30,206885,988459
2022-04-09,90,2951162,15681414
2022-04-09,120,3828953,28008588
2022-04-09,180,6413231,38626352
2022-04-09,270,24711060,39024458
2022-04-10,-1,49851946,39029071
2022-04-10,30,192188,935801
2022-04-10,90,2890878,15143703
2022-04-10,120,3806256,27553924
2022-04-10,180,6329607,38584032
2022-04-10,270,24231522,39029071
2022-04-11,-1,49855765,39051760
2022-04-11,30,180497,901871
2022-04-11,90,2832856,14579355
2022-04-11,120,3797752,27283085
2022-04-11,180,6245210,38554557
2022-04-11,270,23711917,39051760
2022-04-12,-1,49859130,39073539
2022-04-12,30,178317,906798
2022-04-12,90,2777672,14019827
2022-04-12,120,3774939,26837210
2022-04-12,180,6157021,38517781
2022-04-12,270,23205533,39073539
2022-04-13,-1,49862700,39094875
2022-04-13,30,171359,881433
2022-04-13,90,2722530,13460732
2022-04-13,120,3753305,26364310
2022-04-13,180,6066991,38483441
2022-04-13,270,22744784,39094875
2022-04-14,-1,49866187,39118662
2022-04-14,30,164294,858325
2022-04-14,90,2679083,12895905
2022-04-14,120,3731422,25870908
2022-04-14,180,5987507,38470405
2022-04-14,270,22383636,39118662
2022-04-15,-1,49869270,39139283
2022-04-15,30,157895,836972
2022-04-15,90,2642603,12346542
2022-04-15,120,3706578,25371228
2022-04-15,180,5939128,38467165
2022-04-15,270,21923686,39139283
2022-04-16,-1,49871421,39151201
2022-04-16,30,150323,804014
2022-04-16,90,2613440,12016568
2022-04-16,120,3679334,24865928
2022-04-16,180,5850976,38419564
2022-04-16,270,21467792,39151201
2022-04-17,-1,49871484,39151549
2022-04-17,30,140225,755304
2022-04-17,90,2558651,11527227
2022-04-17,120,3652281,24397499
2022-04-17,180,5772683,38350506
2022-04-17,270,21005064,39151549
2022-04-18,-1,49871636,39152199
2022-04-18,30,131226,709415
2022-04-18,90,2500333,11010823
2022-04-18,120,3637263,24097607
2022-04-18,180,5697774,38272945
2022-04-18,270,20529841,39152199
2022-04-19,-1,49875135,39174182
2022-04-19,30,132117,719694
2022-04-19,90,2446566,10529982
2022-04-19,120,3610092,23642082
2022-04-19,180,5622986,38213115
2022-04-19,270,20092020,39174182
2022-04-20,-1,49878647,39194433
2022-04-20,30,128048,699718
2022-04-20,90,2395660,10051372
2022-04-20,120,3583192,23168895
2022-04-20,180,5552731,38156284
2022-04-20,270,19709388,39194433
2022-04-21,-1,49881495,39214224
2022-04-21,30,122448,681743
2022-04-21,90,2356327,9577266
2022-04-21,120,3556550,22703936
2022-04-21,180,5494743,38124102
2022-04-21,270,19424683,39214224
2022-04-22,-1,49884423,39234936
2022-04-22,30,118158,668755
2022-04-22,90,2327956,9128359
2022-04-22,120,3531191,22297690
2022-04-22,180,5464301,38121335
2022-04-22,270,18996723,39234936
2022-04-23,-1,49887070,39251157
2022-04-23,30,112546,646156
2022-04-23,90,2295620,8869189
2022-04-23,120,3520713,22103069
2022-04-23,180,5402053,38055890
2022-04-23,270,18559260,39251157
2022-04-24,-1,49887579,39253491
2022-04-24,30,104913,604819
2022-04-24,90,2239898,8434278
2022-04-24,120,3519118,22072350
2022-04-24,180,5344186,37966391
2022-04-24,270,18168754,39253491
2022-04-25,-1,49887762,39254656
2022-04-25,30,96968,564262
2022-04-25,90,2178480,7983313
2022-04-25,120,3510523,21914438
2022-04-25,180,5286054,37863526
2022-04-25,270,17796864,39254656
2022-04-26,-1,49890521,39272466
2022-04-26,30,97296,572389
2022-04-26,90,2122651,7565275
2022-04-26,120,3466434,21427556
2022-04-26,180,5227368,37767180
2022-04-26,270,17458100,39272466
2022-04-27,-1,49892895,39288261
2022-04-27,30,93558,552943
2022-04-27,90,2076137,7148667
2022-04-27,120,3426299,20889096
2022-04-27,180,5168109,37679792
2022-04-27,270,17173427,39288261
2022-04-28,-1,49895256,39303823
2022-04-28,30,90139,535974
2022-04-28,90,2019748,6727669
2022-04-28,120,3394267,20353981
2022-04-28,180,5119794,37627209
2022-04-28,270,16984790,39303823
2022-04-29,-1,49897553,39318672
2022-04-29,30,86869,520619
2022-04-29,90,1953855,6330002
2022-04-29,120,3364672,19868965
2022-04-29,180,5096930,37613748
2022-04-29,270,16653383,39318672
2022-04-30,-1,49899676,39330255
2022-04-30,30,83089,499016
2022-04-30,90,1905569,6105600
2022-04-30,120,3352647,19633141
2022-04-30,180,5080004,37597173
2022-04-30,270,16332319,39330255
2022-05-01,-1,49899789,39330786
2022-05-01,30,78853,474358
2022-05-01,90,1844976,5749184
2022-05-01,120,3349260,19568857
2022-05-01,180,5017375,37508269
2022-05-01,270,16021449,39330786
2022-05-02,-1,49901240,39340177
2022-05-02,30,75807,460474
2022-05-02,90,1780811,5430110
2022-05-02,120,3327881,19301521
2022-05-02,180,4958112,37398959
2022-05-02,270,15730416,39340177
2022-05-03,-1,49902817,39350499
2022-05-03,30,76335,466296
2022-05-03,90,1719139,5143438
2022-05-03,120,3281516,18791808
2022-05-03,180,4900451,37282580
2022-05-03,270,15471953,39350499
2022-05-04,-1,49904562,39360770
2022-05-04,30,74420,455022
2022-05-04,90,1660794,4879175
2022-05-04,120,3236788,18229975
2022-05-04,180,4839104,37157627
2022-05-04,270,15274636,39360770
2022-05-05,-1,49906216,39371066
2022-05-05,30,72316,442382
2022-05-05,90,1590038,4621000
2022-05-05,120,3197597,17679848
2022-05-05,180,4794267,37076984
2022-05-05,270,15123182,39371066
2022-05-06,-1,49907918,39382036
2022-05-06,30,69913,431500
2022-05-06,90,1507922,4383420
2022-05-06,120,3175763,17416327
2022-05-06,180,4773721,37050048
2022-05-06,270,14890800,39382036
2022-05-07,-1,49909349,39390606
2022-05-07,30,67374,416750
2022-05-07,90,1454045,4275782
2022-05-07,120,3113395,16870676
2022-05-07,180,4723625,36927325
2022-05-07,270,14686952,39390606
2022-05-08,-1,49909765,39392132
2022-05-08,30,63094,391562
2022-05-08,90,1389278,4077363
2022-05-08,120,3052838,16368789
2022-05-08,180,4678640,36784614
2022-05-08,270,14493578,39392132
2022-05-09,-1,49910793,39401062
2022-05-09,30,59740,376604
2022-05-09,90,1323351,3900165
2022-05-09,120,3010902,16058018
2022-05-09,180,4637074,36637171
2022-05-09,270,14326544,39401062
2022-05-10,-1,49912219,39410610
2022-05-10,30,60273,381539
2022-05-10,90,1266003,3743360
2022-05-10,120,2951151,15525242
2022-05-10,180,4593573,36491547
2022-05-10,270,14179302,39410610
2022-05-11,-1,49913703,39420714
2022-05-11,30,57938,368954
2022-05-11,90,1208889,3590215
2022-05-11,120,2890794,14948309
2022-05-11,180,4548763,36342949
2022-05-11,270,14114683,39420714
2022-05-12,-1,49915075,39430851
2022-05-12,30,55945,357312
2022-05-12,90,1147986,3437875
2022-05-12,120,2833617,14377139
2022-05-12,180,4516868,36236406
2022-05-12,270,14089712,39430851
2022-05-13,-1,49916671,39441369
2022-05-13,30,53971,346494
2022-05-13,90,1077573,3296238
2022-05-13,120,2776501,13807226
2022-05-13,180,4503973,36194463
2022-05-13,270,13976594,39441369
2022-05-14,-1,49918031,39449608
2022-05-14,30,51844,330946
2022-05-14,90,1037450,3235622
2022-05-14,120,2730927,13226851
2022-05-14,180,4468425,36045259
2022-05-14,270,13848701,39449608
2022-05-15,-1,49918367,39450743
2022-05-15,30,49097,311460
2022-05-15,90,991073,3120566
2022-05-15,120,2691700,12658002
2022-05-15,180,4438194,35874990
2022-05-15,270,13720270,39450743
2022-05-16,-1,49919181,39459147
2022-05-16,30,47760,307946
2022-05-16,90,943321,3005489
2022-05-16,120,2661200,12324514
2022-05-16,180,4410539,35704932
2022-05-16,270,13596233,39459147
2022-05-17,-1,49920425,39467844
2022-05-17,30,48941,316295
2022-05-17,90,898877,2908057
2022-05-17,120,2607592,11843522
2022-05-17,180,4381491,35519867
2022-05-17,270,13473679,39467844
2022-05-18,-1,49921797,39477079
2022-05-18,30,50161,324880
2022-05-18,90,857376,2819172
2022-05-18,120,2550494,11335703
2022-05-18,180,4354042,35323218
2022-05-18,270,13391918,39477079
2022-05-19,-1,49923297,39486361
2022-05-19,30,48162,312179
2022-05-19,90,812242,2715871
2022-05-19,120,2494728,10842161
2022-05-19,180,4334531,35176043
2022-05-19,270,13325238,39486361
2022-05-20,-1,49924719,39495893
2022-05-20,30,46072,301460
2022-05-20,90,761118,2625064
2022-05-20,120,2441732,10352832
2022-05-20,180,4325343,35120703
2022-05-20,270,13149787,39495893
2022-05-21,-1,49926020,39503793
2022-05-21,30,44525,289569
2022-05-21,90,731002,2592598
2022-05-21,120,2400852,9866835
2022-05-21,180,4304685,34915443
2022-05-21,270,12994196,39503793
2022-05-22,-1,49926251,39504807
2022-05-22,30,41828,269871
2022-05-22,90,693334,2503953
2022-05-22,120,2369784,9398230
2022-05-22,180,4281311,34674658
2022-05-22,270,12817256,39504807
2022-05-23,-1,49927081,39513078
2022-05-23,30,40011,261921
2022-05-23,90,656940,2428440
2022-05-23,120,2335631,9131110
2022-05-23,180,4254372,34411835
2022-05-23,270,12645734,39513078
2022-05-24,-1,49928154,39521750
2022-05-24,30,40575,268259
2022-05-24,90,624612,2357702
2022-05-24,120,2280473,8702537
2022-05-24,180,4232178,34118571
2022-05-24,270,12460977,39521750
2022-05-25,-1,49929526,39531209
2022-05-25,30,41764,276553
2022-05-25,90,593423,2288995
2022-05-25,120,2220244,8259866
2022-05-25,180,4208952,33809722
2022-05-25,270,12322056,39531209
2022-05-26,-1,49930722,39540688
2022-05-26,30,40201,268222
2022-05-26,90,559847,2207759
2022-05-26,120,2162852,7833497
2022-05-26,180,4188736,33553031
2022-05-26,270,12224259,39540688
2022-05-27,-1,49931954,39550603
2022-05-27,30,39059,262342
2022-05-27,90,521915,2128538
2022-05-27,120,2115196,7411009
2022-05-27,180,4180059,33425876
2022-05-27,270,12015906,39550603
2022-05-28,-1,49933159,39558490
2022-05-28,30,37903,254667
2022-05-28,90,500572,2100568
2022-05-28,120,2057651,6982336
2022-05-28,180,4158898,33107690
2022-05-28,270,11822471,39558490
2022-05-29,-1,49933447,39559755
2022-05-29,30,35894,241083
2022-05-29,90,472373,2020137
2022-05-29,120,1989749,6571085
2022-05-29,180,4136067,32743094
2022-05-29,270,11630541,39559755
2022-05-30,-1,49934377,39567812
2022-05-30,30,34701,237557
2022-05-30,90,450576,1974252
2022-05-30,120,1940270,6343157
2022-05-30,180,4115442,32337619
2022-05-30,270,11441539,39567812
2022-05-31,-1,49935415,39576360
2022-05-31,30,35626,245574
2022-05-31,90,429680,1932089
2022-05-31,120,1880602,5994758
2022-05-31,180,4092687,31905727
2022-05-31,270,11251292,39576360
2022-06-01,-1,49936308,39584016
2022-06-01,30,35068,243839
2022-06-01,90,407938,1884798
2022-06-01,120,1815879,5673949
2022-06-01,180,4068305,31445852
2022-06-01,270,11120738,39584016
2022-06-02,-1,49936343,39584490
2022-06-02,30,33526,233991
2022-06-02,90,384731,1822472
2022-06-02,120,1752665,5377429
2022-06-02,180,4045949,31027526
2022-06-02,270,11032928,39584490
2022-06-03,-1,49937160,39591824
2022-06-03,30,32598,231054
2022-06-03,90,361745,1771854
2022-06-03,120,1693392,5110229
2022-06-03,180,4034822,30773495
2022-06-03,270,10840142,39591824
2022-06-04,-1,49938030,39596986
2022-06-04,30,31814,225920
2022-06-04,90,353141,1759815
2022-06-04,120,1621852,4846920
2022-06-04,180,4009847,30321028
2022-06-04,270,10644976,39596986
2022-06-05,-1,49938119,39597572
2022-06-05,30,30201,215536
2022-06-05,90,337306,1709010
2022-06-05,120,1538123,4598956
2022-06-05,180,3985773,29841313
2022-06-05,270,10457201,39597572
2022-06-06,-1,49938797,39604575
2022-06-06,30,29448,213969
2022-06-06,90,322502,1667218
2022-06-06,120,1483493,4489751
2022-06-06,180,3976420,29598595
2022-06-06,270,10256458,39604575
2022-06-07,-1,49939749,39612424
2022-06-07,30,29984,220292
2022-06-07,90,309638,1628550
2022-06-07,120,1419262,4297655
2022-06-07,180,3945752,29114481
2022-06-07,270,10059356,39612424
2022-06-08,-1,49940730,39620331
2022-06-08,30,29937,219269
2022-06-08,90,296562,1584332
2022-06-08,120,1353288,4119434
2022-06-08,180,3918630,28604461
2022-06-08,270,9919045,39620331
2022-06-09,-1,49941766,39628748
2022-06-09,30,29547,218138
2022-06-09,90,282008,1535478
2022-06-09,120,1295550,3961498
2022-06-09,180,3896076,28153601
2022-06-09,270,9830490,39628748
2022-06-10,-1,49942724,39637311
2022-06-10,30,29021,216597
2022-06-10,90,267456,1487422
2022-06-10,120,1237910,3806812
2022-06-10,180,3884711,27868636
2022-06-10,270,9640338,39636668
2022-06-11,-1,49943627,39643518
2022-06-11,30,28552,212667
2022-06-11,90,262814,1476777
2022-06-11,120,1176538,3650542
2022-06-11,180,3859436,27407189
2022-06-11,270,9464025,39642228
2022-06-12,-1,49943767,39644286
2022-06-12,30,27096,202917
2022-06-12,90,252426,1430844
2022-06-12,120,1104669,3499155
2022-06-12,180,3834372,26913721
2022-06-12,270,9301088,39642347
2022-06-13,-1,49944369,39650587
2022-06-13,30,26338,200979
2022-06-13,90,242476,1390250
2022-06-13,120,1063788,3436601
2022-06-13,180,3809604,26402833
2022-06-13,270,9141644,39647650
2022-06-14,-1,49945201,39658489
2022-06-14,30,26834,207746
2022-06-14,90,233826,1356178
2022-06-14,120,1017907,3328312
2022-06-14,180,3782509,25890434
2022-06-14,270,8992322,39654382
2022-06-15,-1,49946161,39666344
2022-06-15,30,26980,207197
2022-06-15,90,225063,1319157
2022-06-15,120,970301,3212686
2022-06-15,180,3754074,25381071
2022-06-15,270,8865305,39661459
2022-06-16,-1,49946894,39673740
2022-06-16,30,26469,205896
2022-06-16,90,215635,1277495
2022-06-16,120,925346,3113953
2022-06-16,180,3727691,24919690
2022-06-16,270,8784894,39668347
2022-06-17,-1,49947618,39680989
2022-06-17,30,25821,203910
2022-06-17,90,207208,1238205
2022-06-17,120,883197,3023082
2022-06-17,180,3713245,24626397
2022-06-17,270,8605554,39666468
2022-06-18,-1,49948395,39686583
2022-06-18,30,25098,200222
2022-06-18,90,205377,1232095
2022-06-18,120,837340,2916093
2022-06-18,180,3683352,24154483
2022-06-18,270,8439659,39663200
2022-06-19,-1,49948444,39687104
2022-06-19,30,23725,191211
2022-06-19,90,197845,1192389
2022-06-19,120,784843,2816275
2022-06-19,180,3652989,23661566
2022-06-19,270,8280596,39654258
2022-06-20,-1,49949031,39693803
2022-06-20,30,23011,190010
2022-06-20,90,189984,1161322
2022-06-20,120,754013,2782608
2022-06-20,180,3624086,23183515
2022-06-20,270,8143081,39651600
2022-06-21,-1,49949772,39701466
2022-06-21,30,23521,196659
2022-06-21,90,183507,1135285
2022-06-21,120,716855,2700612
2022-06-21,180,3596540,22764220
2022-06-21,270,8003271,39650250
2022-06-22,-1,49950551,39708779
2022-06-22,30,23470,195701
2022-06-22,90,176027,1103778
2022-06-22,120,680410,2624141
2022-06-22,180,3584194,22560691
2022-06-22,270,7884488,39651890
2022-06-23,-1,49951199,39716251
2022-06-23,30,23045,194501
2022-06-23,90,168533,1067579
2022-06-23,120,647657,2552203
2022-06-23,180,3582738,22535110
2022-06-23,270,7813145,39654997
2022-06-24,-1,49951843,39723725
2022-06-24,30,22317,192516
2022-06-24,90,161049,1033331
2022-06-24,120,615740,2481511
2022-06-24,180,3574604,22383507
2022-06-24,270,7678125,39652387
2022-06-25,-1,49952678,39730258
2022-06-25,30,21956,189570
2022-06-25,90,159453,1030181
2022-06-25,120,581803,2397329
2022-06-25,180,3528591,21885348
2022-06-25,270,7561443,39647495
2022-06-26,-1,49952806,39730781
2022-06-26,30,20852,180178
2022-06-26,90,153469,995463
2022-06-26,120,542767,2308716
2022-06-26,180,3486210,21331616
2022-06-26,270,7449195,39636168
2022-06-27,-1,49953340,39737906
2022-06-27,30,20181,179416
2022-06-27,90,148223,970057
2022-06-27,120,520753,2279984
2022-06-27,180,3452351,20788064
2022-06-27,270,7339442,39628314
2022-06-28,-1,49954087,39746113
2022-06-28,30,20640,186358
2022-06-28,90,143403,948060
2022-06-28,120,493013,2206495
2022-06-28,180,3421206,20296406
2022-06-28,270,7245195,39617377
2022-06-29,-1,49954843,39753844
2022-06-29,30,20466,186032
2022-06-29,90,138256,922605
2022-06-29,120,471042,2160284
2022-06-29,180,3407814,20056730
2022-06-29,270,7167431,39611065
2022-06-30,-1,49955590,39761988
2022-06-30,30,20175,185628
2022-06-30,90,134654,905560
2022-06-30,120,449855,2117717
2022-06-30,180,3405061,20000059
2022-06-30,270,7120418,39611540
2022-07-01,-1,49956167,39768431
2022-07-01,30,19859,184415
2022-07-01,90,130734,888728
2022-07-01,120,427797,2069213
2022-07-01,180,3382808,19729775
2022-07-01,270,7032604,39583501
2022-07-02,-1,49956703,39773200
2022-07-02,30,20360,188710
2022-07-02,90,130221,888997
2022-07-02,120,405091,2011182
2022-07-02,180,3335402,19214509
2022-07-02,270,6952761,39554252
2022-07-03,-1,49956752,39773656
2022-07-03,30,19592,181832
2022-07-03,90,126610,867908
2022-07-03,120,381337,1953686
2022-07-03,180,3288978,18642861
2022-07-03,270,6880802,39520500
2022-07-04,-1,49957221,39779933
2022-07-04,30,19191,182947
2022-07-04,90,123321,851249
2022-07-04,120,372332,1942762
2022-07-04,180,3248602,18088715
2022-07-04,270,6809391,39492405
2022-07-05,-1,49957852,39788053
2022-07-05,30,19733,190481
2022-07-05,90,119847,837517
2022-07-05,120,357039,1899491
2022-07-05,180,3225697,17822344
2022-07-05,270,6729383,39466904
2022-07-06,-1,49958485,39795664
2022-07-06,30,19688,191089
2022-07-06,90,116510,821808
2022-07-06,120,342190,1858307
2022-07-06,180,3162531,17275734
2022-07-06,270,6653900,39452321
2022-07-07,-1,49959060,39803935
2022-07-07,30,19311,191511
2022-07-07,90,112389,803365
2022-07-07,120,328949,1820061
2022-07-07,180,3102133,16780592
2022-07-07,270,6608686,39446961
2022-07-08,-1,49959734,39812018
2022-07-08,30,19004,191687
2022-07-08,90,108681,787560
2022-07-08,120,315566,1776019
2022-07-08,180,3059843,16468974
2022-07-08,270,6521912,39413912
2022-07-09,-1,49960284,39818123
2022-07-09,30,18518,189375
2022-07-09,90,108338,789052
2022-07-09,120,300526,1724853
2022-07-09,180,2999216,15932755
2022-07-09,270,6437945,39373084
2022-07-10,-1,49960342,39818656
2022-07-10,30,17618,181345
2022-07-10,90,104577,766896
2022-07-10,120,285074,1668767
2022-07-10,180,2937433,15346251
2022-07-10,270,6349787,39321453
2022-07-11,-1,49960833,39826295
2022-07-11,30,17206,182777
2022-07-11,90,101703,752756
2022-07-11,120,280020,1659554
2022-07-11,180,2879375,14772583
2022-07-11,270,6258724,39270537
2022-07-12,-1,49961500,39835325
2022-07-12,30,17733,191039
2022-07-12,90,98800,740450
2022-07-12,120,270159,1621883
2022-07-12,180,2821330,14201182
2022-07-12,270,6165791,39223891
2022-07-13,-1,49962144,39845391
2022-07-13,30,17775,194804
2022-07-13,90,95957,726729
2022-07-13,120,260251,1585054
2022-07-13,180,2775040,13622634
2022-07-13,270,6083464,39197134
2022-07-14,-1,49962781,39855617
2022-07-14,30,17580,197128
2022-07-14,90,93511,716334
2022-07-14,120,251406,1553306
2022-07-14,180,2736114,13062876
2022-07-14,270,6032639,39183499
2022-07-15,-1,49963407,39866284
2022-07-15,30,17246,199940
2022-07-15,90,91986,715083
2022-07-15,120,242309,1519097
2022-07-15,180,2705426,12731651
2022-07-15,270,5942962,39134647
2022-07-16,-1,49963929,39873499
2022-07-16,30,17035,199759
2022-07-16,90,92445,721950
2022-07-16,120,232670,1477254
2022-07-16,180,2651096,12249177
2022-07-16,270,5865128,39072456
2022-07-17,-1,49963977,39874269
2022-07-17,30,16359,193280
2022-07-17,90,92341,722070
2022-07-17,120,223567,1431485
2022-07-17,180,2592674,11732893
2022-07-17,270,5790115,38995015
2022-07-18,-1,49964473,39883641
2022-07-18,30,16078,197058
2022-07-18,90,89338,709459
2022-07-18,120,221455,1429153
2022-07-18,180,2535904,11239441
2022-07-18,270,5712324,38922574
2022-07-19,-1,49965048,39894325
2022-07-19,30,16604,207221
2022-07-19,90,86401,699892
2022-07-19,120,214449,1399610
2022-07-19,180,2482061,10751264
2022-07-19,270,5639132,38856176
2022-07-20,-1,49965628,39905599
2022-07-20,30,16597,211796
2022-07-20,90,84133,691375
2022-07-20,120,206581,1373118
2022-07-20,180,2440460,10268641
2022-07-20,270,5578876,38815477
2022-07-21,-1,49966258,39917687
2022-07-21,30,16486,216221
2022-07-21,90,81835,682751
2022-07-21,120,199993,1351506
2022-07-21,180,2409791,9811110
2022-07-21,270,5546136,38804086
2022-07-22,-1,49966842,39928945
2022-07-22,30,16291,220166
2022-07-22,90,79772,677788
2022-07-22,120,192318,1323944
2022-07-22,180,2375392,9546977
2022-07-22,270,5481825,38733678
2022-07-23,-1,49967223,39935720
2022-07-23,30,16024,219469
2022-07-23,90,79644,682229
2022-07-23,120,184557,1287048
2022-07-23,180,2319542,9116507
2022-07-23,270,5423830,38648620
2022-07-24,-1,49967299,39936577
2022-07-24,30,15456,212852
2022-07-24,90,79537,681921
2022-07-24,120,176505,1246183
2022-07-24,180,2258017,8665234
2022-07-24,270,5365591,38545447
2022-07-25,-1,49967802,39945628
2022-07-25,30,15124,215370
2022-07-25,90,77281,673162
2022-07-25,120,174577,1245551
2022-07-25,180,2199932,8238437
2022-07-25,270,5304649,38440342
2022-07-26,-1,49968322,39955389
2022-07-26,30,15516,224608
2022-07-26,90,75427,667128
2022-07-26,120,168985,1220071
2022-07-26,180,2151564,7815795
2022-07-26,270,5243536,38346920
2022-07-27,-1,49968874,39965597
2022-07-27,30,15534,227691
2022-07-27,90,73618,661774
2022-07-27,120,163757,1197748
2022-07-27,180,2093366,7389443
2022-07-27,270,5193412,38288983
2022-07-28,-1,49969407,39976130
2022-07-28,30,15320,230017
2022-07-28,90,71854,657458
2022-07-28,120,158723,1178077
2022-07-28,180,2025709,6987460
2022-07-28,270,5168784,38271206
2022-07-29,-1,49969918,39985595
2022-07-29,30,15075,231751
2022-07-29,90,70242,655340
2022-07-29,120,153331,1154356
2022-07-29,180,1975811,6760940
2022-07-29,270,5150246,38252513
2022-07-30,-1,49970301,39991476
2022-07-30,30,14711,229488
2022-07-30,90,70512,660690
2022-07-30,120,149365,1135048
2022-07-30,180,1915488,6409874
